Genome	Total_ARGs	blaZ	mecA	mecC	Category	Total_Transporters	Max_Bitscore	Min_Bitscore	Mean_Bitscore	Median_Bitscore	Max_E_Value	Min_E_Value	Mean_E_Value	Median_E_Value	Max_Identity	Min_Identity	Mean_Identity	Median_Identity	Max_Length	Min_Length	Mean_Length	Median_Length
GCA_007726565.1_ASM772656v1	9	0	0	0	MSSA	134	1445	50.1	219.85671641791	113	2.98e-06	0	2.58761976566663e-08	9.31e-30	100	25.09	39.495776119403	31.195	728	70	304.388059701493	243
GCA_007813675.1_ASM781367v1	9	1	0	0	MRSA	134	1453	50.1	219.885074626866	113	2.64e-06	0	2.7300607526683e-08	9.31e-30	100	25.14	39.8454029850746	31.404	728	65	301.910447761194	240.5
GCA_007826355.1_ASM782635v1	10	1	0	0	MRSA	129	1446	51.2	225.915503875969	116	5.76e-07	0	5.29620427603967e-09	7.14e-31	100	25.135	39.9932635658915	31.336	728	70	309.635658914729	249
GCA_007954445.1_ASM795444v1	10	0	1	0	MRSA	136	1452	51.2	217.769852941176	112.5	5.76e-07	0	5.4304096332165e-09	5.245e-29	100	25.235	39.67425	31.3345	710	70	300.220588235294	240
GCA_007954465.1_ASM795446v1	10	0	1	0	MRSA	136	1452	51.2	217.769852941176	112.5	5.76e-07	0	5.4304096332165e-09	5.245e-29	100	25.235	39.67425	31.3345	710	70	300.220588235294	240
GCA_007998145.1_ASM799814v1	12	2	0	0	MRSA	130	1449	50.4	226.062307692308	120	2.53e-06	0	2.47404212687181e-08	4.625e-31	100	25.143	39.9391923076923	31.5255	727	70	307.323076923077	242
GCA_008244705.1_ASM824470v1	11	0	1	0	MRSA	136	1452	51.2	219.103676470588	113	5.76e-07	0	5.43040962179738e-09	1.004e-29	100	25.235	39.5558161764706	31.3345	710	70	303.058823529412	240.5
GCA_008244725.1_ASM824472v1	11	0	1	0	MRSA	136	1452	51.2	219.103676470588	113	5.76e-07	0	5.43040962179738e-09	1.004e-29	100	25.235	39.5558161764706	31.3345	710	70	303.058823529412	240.5
GCA_008329885.1_ASM832988v1	15	1	1	0	MRSA	137	1452	51.2	217.179562043796	113	5.76e-07	0	7.025797507772e-09	4.11e-29	100	25.235	39.4218905109489	31.25	710	70	300.970802919708	240
GCA_008330045.1_ASM833004v1	14	1	1	0	MRSA	131	1441	50.4	223.2	113	2.02e-06	0	2.08689551660599e-08	2.79e-30	100	25.141	39.7356183206107	31.287	727	70	306.824427480916	241
GCA_008330585.1_ASM833058v1	12	1	0	0	MRSA	136	1424	50.1	217.063970588235	112	2.71e-06	0	2.51792888900215e-08	6.835e-29	100	25.275	39.1312794117647	31.0055	728	70	300.602941176471	240.5
GCA_008370815.1_ASM837081v1	16	2	1	0	MRSA	134	1451	51.2	219.205970149254	113.5	5.76e-07	0	7.38627286978791e-09	6.58e-30	100	25.235	40.1242835820896	31.2915	710	70	301.5	240
GCA_008462245.1_ASM846224v1	12	1	0	0	MRSA	131	1452	50.1	225.300763358779	119	3.03e-06	0	3.38701401030371e-08	4.87e-31	100	25.26	39.888641221374	30.947	727	70	308.969465648855	246
GCA_008619075.1_ASM861907v1	16	0	1	0	MRSA	137	1445	50.1	217.250364963504	113	2.98e-06	0	2.56368970280605e-08	1.15e-29	100	25.137	39.2538540145985	30.962	728	70	302.817518248175	241
GCA_008619415.1_ASM861941v1	15	1	1	0	MRSA	134	1451	50.1	220.308955223881	113	2.71e-06	0	2.56004044325397e-08	1.004e-29	100	25.235	39.630723880597	31.2915	710	70	304.179104477612	242
GCA_008619595.1_ASM861959v1	9	0	0	0	MSSA	135	1369	50.8	213.475555555556	114	6.47e-07	0	8.17124101304062e-09	1.02e-29	100	25.065	39.0650888888889	31.556	722	70	304.377777777778	244
GCA_008619795.1_ASM861979v1	8	0	0	0	MSSA	129	1453	50.1	225.514728682171	116	2.71e-06	0	2.64031120892533e-08	7.07e-31	100	25.141	39.8821240310077	31.28	728	70	309.054263565891	243
GCA_008619935.1_ASM861993v1	15	1	1	0	MRSA	134	1451	50.1	220.308955223881	113	2.71e-06	0	2.559988204448e-08	1.004e-29	100	25.235	39.630723880597	31.2915	710	70	304.179104477612	242
GCA_008620055.1_ASM862005v1	15	0	1	0	MRSA	138	1445	50.1	216.228260869565	112.5	2.98e-06	0	2.79220644409591e-08	3.06e-29	100	25.137	39.2614275362319	31.195	728	70	301.405797101449	240.5
GCA_008620175.1_ASM862017v1	14	1	0	0	MRSA	135	1445	50.1	219.617777777778	114	2.98e-06	0	2.57789222077939e-08	5.03e-30	100	25.137	39.2437407407407	30.806	728	70	307.044444444444	243
GCA_008693765.1_ASM869376v1	14	1	1	0	MRSA	131	1441	50.4	222.459541984733	113	2.02e-06	0	2.31346040160247e-08	4.58e-30	100	25.141	39.687320610687	31.25	727	70	306.381679389313	241
GCA_008934035.1_ASM893403v1	10	0	1	0	MRSA	135	1452	52.4	219.187407407407	113	2.35e-07	0	2.94470895232921e-09	1.15e-29	100	25.235	39.5847481481482	31.25	710	70	302.62962962963	240
GCA_008934055.1_ASM893405v1	15	1	1	0	MRSA	137	1452	51.2	217.16204379562	113	5.76e-07	0	7.02580806992207e-09	4.11e-29	100	25.235	39.4226204379562	31.25	710	70	300.963503649635	240
GCA_008934075.1_ASM893407v1	14	1	1	0	MRSA	137	1452	51.2	217.183941605839	113	5.76e-07	0	7.02580809171127e-09	4.11e-29	100	25.235	39.4230072992701	31.25	710	70	300.970802919708	240
GCA_008934095.1_ASM893409v1	19	1	1	0	MRSA	138	1445	50.1	216.026086956522	112.5	2.98e-06	0	2.61308321223963e-08	3.765e-29	100	25.137	39.2130434782609	30.9525	728	70	301.152173913043	240.5
GCA_008934115.1_ASM893411v1	16	1	1	0	MRSA	133	1450	50.1	222.159398496241	114	2.81e-06	0	2.37795278128401e-08	4.8e-30	100	25.141	39.5078270676692	31.132	728	70	308.315789473684	243
GCA_008934135.1_ASM893413v1	21	1	1	0	MRSA	138	1445	50.1	215.113043478261	112	2.98e-06	0	2.61308646442807e-08	9.675e-29	100	25.137	39.251652173913	31.051	728	70	298.594202898551	240
GCA_008934155.1_ASM893415v1	14	3	1	0	MRSA	137	1452	52.4	217.251824817518	113	2.35e-07	0	2.90196922178315e-09	8.58e-30	100	25.235	39.8893795620438	30.962	710	70	301.204379562044	241
GCA_008934175.1_ASM893417v1	14	0	1	0	MRSA	144	1382	50.1	209.55625	112	2.98e-06	0	2.47888830360119e-08	7.765e-29	100	25.137	40.1486597222222	31.4575	728	68	290.722222222222	239.5
GCA_008934195.1_ASM893419v1	14	1	1	0	MRSA	130	1439	50.4	223.504615384615	113	2.02e-06	0	2.31271778930711e-08	8.04e-30	100	25.141	39.6976692307692	30.978	727	70	307.853846153846	243
GCA_008934215.1_ASM893421v1	16	2	1	0	MRSA	134	1451	51.2	220.203731343284	113	5.76e-07	0	7.26910875038492e-09	1.004e-29	100	25.235	39.5947164179104	31.106	710	70	303.194029850746	240
GCA_008934235.1_ASM893423v1	18	1	1	0	MRSA	138	1445	50.1	216.016666666667	112.5	2.98e-06	0	2.86018466138456e-08	3.79e-29	100	25.137	39.2309710144928	31.051	728	70	300.86231884058	240.5
GCA_008934255.1_ASM893425v1	10	0	1	0	MRSA	135	1452	51.2	219.067407407407	113	5.76e-07	0	5.44989401860181e-09	1.15e-29	100	25.235	39.6744074074074	31.333	710	70	301.925925925926	240
GCA_008934275.1_ASM893427v1	21	1	1	0	MRSA	138	1445	50.1	216.025362318841	112.5	2.98e-06	0	2.6130832121092e-08	3.79e-29	100	25.137	39.2120579710145	30.9525	728	70	301.13768115942	240.5
GCA_008934295.1_ASM893429v1	13	1	1	0	MRSA	134	1444	50.1	220.214925373134	113.5	2.98e-06	0	2.90789599990059e-08	9.31e-30	100	25.141	39.5738731343284	31.265	728	70	302.731343283582	240
GCA_008934315.1_ASM893431v1	21	1	1	0	MRSA	139	1445	50.1	214.490647482014	112	2.98e-06	0	2.59441098180625e-08	9.15e-29	100	25.137	39.1689856115108	30.962	728	70	298.978417266187	240
GCA_008934335.1_ASM893433v1	12	1	1	0	MRSA	134	1451	51.2	219.208955223881	113	5.76e-07	0	5.63275845226958e-09	2.63e-29	100	25.235	39.7157611940299	31.2915	710	70	299.283582089552	240
GCA_008934355.1_ASM893435v1	12	2	1	0	MRSA	135	1451	50.4	219.33037037037	113	1.09e-06	0	1.36300783151977e-08	1.15e-29	100	25.235	39.5913407407407	31.333	710	70	301.992592592593	240
GCA_008934375.1_ASM893437v1	15	2	1	0	MRSA	139	1445	50.1	214.187050359712	112	2.98e-06	0	2.81579812417357e-08	6.38e-29	100	25.137	39.3742517985612	31.336	728	70	294.618705035971	237
GCA_008934395.1_ASM893439v1	19	1	1	0	MRSA	138	1445	50.1	216.013043478261	112.5	2.98e-06	0	2.86018466151499e-08	3.765e-29	100	25.137	39.2353985507246	31.051	728	70	300.840579710145	240.5
GCA_008934415.1_ASM893441v1	15	1	1	0	MRSA	137	1452	51.2	217.188321167883	113	5.76e-07	0	7.02580809184514e-09	4.11e-29	100	25.235	39.4192335766423	31.25	710	70	300.970802919708	240
GCA_008934435.1_ASM893443v1	15	1	1	0	MRSA	136	1445	50.1	218.051470588235	113	2.98e-06	0	2.48680862715156e-08	9.31e-30	100	25.137	39.417	31.051	728	70	302.213235294118	242
GCA_008934535.1_ASM893453v1	21	1	1	0	MRSA	138	1445	50.1	216.025362318841	112.5	2.98e-06	0	2.6130832121092e-08	3.79e-29	100	25.137	39.2120579710145	30.9525	728	70	301.13768115942	240.5
GCA_008934555.1_ASM893455v1	10	0	1	0	MRSA	135	1452	51.2	219.191111111111	113	5.76e-07	0	5.47063487848855e-09	1.15e-29	100	25.235	39.6105111111111	31.333	710	70	302.333333333333	240
GCA_008934575.1_ASM893457v1	15	1	1	0	MRSA	137	1445	50.1	216.395620437956	113	2.98e-06	0	2.46898892904577e-08	1.15e-29	100	25.141	39.4609562043796	31.14	710	70	300.124087591241	241
GCA_008934695.1_ASM893469v1	12	1	1	0	MRSA	132	1451	51.2	222.289393939394	113.5	5.76e-07	0	5.66053465599682e-09	8.04e-30	100	25.235	39.8243863636364	31.2915	710	70	304.022727272727	240.5
GCA_008934795.1_ASM893479v1	13	1	1	0	MRSA	137	1431	51.2	217.655474452555	114	5.46e-07	0	4.75297798301364e-09	1.49e-29	100	25.21	39.3385182481752	31.333	722	70	303.51094890511	243
GCA_008934995.1_ASM893499v1	15	1	1	0	MRSA	133	1452	51.2	221.242857142857	113	5.76e-07	0	7.23711040152796e-09	8.58e-30	100	25.235	39.5890751879699	30.962	710	70	304.864661654135	241
GCA_008935015.1_ASM893501v1	15	1	1	0	MRSA	143	1445	50.1	212.932867132867	112	2.98e-06	0	2.65274440152847e-08	9.15e-29	100	25.137	39.1607482517483	31.14	728	68	296.055944055944	239
GCA_008935035.1_ASM893503v1	15	1	1	0	MRSA	137	1452	51.2	217.183941605839	113	5.76e-07	0	7.02580809171127e-09	4.11e-29	100	25.235	39.4230072992701	31.25	710	70	300.970802919708	240
GCA_008935095.1_ASM893509v1	12	1	1	0	MRSA	131	1451	51.2	222.90534351145	113	5.76e-07	0	5.65160742405786e-09	8.58e-30	100	25.235	39.7801908396947	31.25	710	70	305.709923664122	241
GCA_008935115.1_ASM893511v1	12	1	1	0	MRSA	132	1451	51.2	222.330303030303	113.5	5.76e-07	0	5.68227706478469e-09	6.58e-30	100	25.235	39.7935151515152	31.2915	710	70	304.636363636364	240.5
GCA_008935135.1_ASM893513v1	18	1	1	0	MRSA	138	1445	50.1	216.016666666667	112.5	2.98e-06	0	2.86018466138456e-08	3.79e-29	100	25.137	39.2309710144928	31.051	728	70	300.86231884058	240.5
GCA_008935155.1_ASM893515v1	19	1	1	0	MRSA	138	1445	50.1	216.013043478261	112.5	2.98e-06	0	2.86018466151499e-08	3.765e-29	100	25.137	39.2353985507246	31.051	728	70	300.840579710145	240.5
GCA_008935175.1_ASM893517v1	15	1	1	0	MRSA	141	1443	50.1	214.482269503546	112	2.98e-06	0	3.00814205970618e-08	6.38e-29	100	25.137	39.3375531914894	31.25	728	68	295.099290780142	240
GCA_008935195.1_ASM893519v1	21	1	1	0	MRSA	138	1445	50.1	216.025362318841	112.5	2.98e-06	0	2.6130832121092e-08	3.79e-29	100	25.137	39.2120579710145	30.9525	728	70	301.13768115942	240.5
GCA_008935215.1_ASM893521v1	20	1	1	0	MRSA	138	1445	50.1	216.042028985507	112.5	2.98e-06	0	2.86018466138427e-08	3.79e-29	100	25.137	39.2341666666667	31.051	728	70	300.86231884058	240.5
GCA_008935235.1_ASM893523v1	19	1	1	0	MRSA	138	1445	50.1	216.010144927536	112	2.98e-06	0	2.61319915426861e-08	3.89e-29	100	25.137	39.2103115942029	30.916	728	70	301.152173913043	240.5
GCA_008935255.1_ASM893525v1	14	1	1	0	MRSA	132	1451	51.2	222.329545454545	113.5	5.76e-07	0	5.68227706478469e-09	6.58e-30	100	25.235	39.7899545454545	31.2915	710	70	304.636363636364	240.5
GCA_008935275.1_ASM893527v1	15	1	1	0	MRSA	137	1452	51.2	217.176642335766	113	5.76e-07	0	7.02580809182076e-09	4.11e-29	100	25.235	39.4230072992701	31.25	710	70	300.970802919708	240
GCA_008935295.1_ASM893529v1	18	2	1	0	MRSA	138	1441	51.2	217.302898550725	113	5.76e-07	0	8.49322096509628e-09	9.31e-30	100	25.137	39.2359275362319	31.195	728	70	303.347826086957	240.5
GCA_008935315.1_ASM893531v1	15	1	1	0	MRSA	136	1452	51.2	217.972058823529	113	5.76e-07	0	7.07746844532679e-09	2.63e-29	100	25.235	39.5010367647059	31.2915	710	70	301.683823529412	240
GCA_008935335.1_ASM893533v1	15	1	1	0	MRSA	141	1445	50.1	214.802836879433	112	2.98e-06	0	2.53509125828774e-08	6.38e-29	100	25.137	39.3507234042553	31.25	728	68	297.177304964539	240
GCA_008935355.1_ASM893535v1	12	1	1	0	MRSA	134	1451	51.2	218.969402985075	113	5.76e-07	0	5.5983448996594e-09	2.63e-29	100	25.235	39.7336268656716	31.3345	710	70	299.268656716418	240
GCA_008935375.1_ASM893537v1	17	1	1	0	MRSA	134	1450	50.1	221.311940298507	114	2.81e-06	0	2.36020686497224e-08	5.935e-30	100	25.141	39.4242686567164	31.047	728	70	307.649253731343	243
GCA_008935395.1_ASM893539v1	21	1	1	0	MRSA	138	1445	50.1	216.025362318841	112.5	2.98e-06	0	2.6130832121092e-08	3.79e-29	100	25.137	39.2120579710145	30.9525	728	70	301.13768115942	240.5
GCA_008935415.1_ASM893541v1	14	1	1	0	MRSA	135	1445	50.1	219.198518518519	113	2.98e-06	0	2.75661098693753e-08	7.12e-30	100	25.137	39.5150962962963	31.14	728	70	301.822222222222	241
GCA_008935435.1_ASM893543v1	15	1	1	0	MRSA	137	1445	50.1	216.029927007299	112	2.98e-06	0	2.3027491429147e-08	5.69e-29	100	25.137	39.3845766423358	31.25	728	70	299.043795620438	241
GCA_008935535.1_ASM893553v1	17	1	1	0	MRSA	138	1445	50.1	214.868115942029	113	2.98e-06	0	2.69798176377296e-08	9.31e-30	100	25.137	39.7634420289855	31.195	728	70	297.63768115942	240
GCA_008935555.1_ASM893555v1	18	1	1	0	MRSA	137	1445	50.1	218.105839416058	113	2.98e-06	0	2.85763102042576e-08	7.12e-30	100	25.137	39.2765328467153	31.14	728	70	304.058394160584	241
GCA_008935575.1_ASM893557v1	15	1	1	0	MRSA	137	1452	51.2	217.170072992701	113	5.76e-07	0	7.27398327680528e-09	4.11e-29	100	25.235	39.4212408759124	31.25	710	70	300.978102189781	240
GCA_008935695.1_ASM893569v1	14	1	1	0	MRSA	143	1452	51.2	207.656643356643	110	2.35e-07	0	4.52966366847797e-09	5.05e-28	100	25.275	39.3987132867133	31.336	710	70	284.160839160839	236
GCA_008935795.1_ASM893579v1	15	1	1	0	MRSA	137	1452	52.4	217.182481751825	113	2.35e-07	0	4.54157451506893e-09	4.11e-29	100	25.235	39.4039562043796	30.962	710	70	301.248175182482	240
GCA_008935995.1_ASM893599v1	13	0	1	0	MRSA	137	1382	50.1	214.753284671533	113	2.98e-06	0	2.47699929337996e-08	7.12e-30	100	25.137	39.8585474452555	31.14	728	70	297.773722627737	240
GCA_008936015.1_ASM893601v1	21	1	1	0	MRSA	138	1445	50.1	216.025362318841	112.5	2.98e-06	0	2.6130832121092e-08	3.79e-29	100	25.137	39.2120579710145	30.9525	728	70	301.13768115942	240.5
GCA_008936035.1_ASM893603v1	21	1	1	0	MRSA	138	1445	50.1	216.010144927536	112.5	2.98e-06	0	2.61308321223963e-08	3.79e-29	100	25.137	39.212731884058	30.9525	728	70	301.13768115942	240.5
GCA_008936055.1_ASM893605v1	15	1	1	0	MRSA	132	1452	51.2	222.115909090909	113.5	5.76e-07	0	7.29193699533545e-09	6.665e-30	100	25.235	39.6693409090909	31.106	710	70	305.515151515152	242
GCA_008936075.1_ASM893607v1	15	5	1	0	MRSA	137	1452	51.2	217.015328467153	113	5.76e-07	0	5.3907715953609e-09	8.58e-30	100	25.235	39.9393503649635	31.333	710	70	300.970802919708	240
GCA_008936095.1_ASM893609v1	15	1	1	0	MRSA	137	1452	51.2	217.225547445255	113	5.76e-07	0	7.02580808593813e-09	4.11e-29	100	25.235	39.4230072992701	31.25	710	70	300.970802919708	240
GCA_008936115.1_ASM893611v1	15	1	1	0	MRSA	138	1452	51.2	215.649275362319	112	5.76e-07	0	6.9748964439914e-09	7.765e-29	100	25.235	39.4391956521739	31.2915	710	70	298.717391304348	239.5
GCA_008936135.1_ASM893613v1	14	0	1	0	MRSA	137	1452	52.4	217.192700729927	113	2.35e-07	0	4.53624604791565e-09	4.11e-29	100	25.235	39.4039562043796	30.962	710	70	301.248175182482	240
GCA_008936155.1_ASM893615v1	15	1	1	0	MRSA	136	1445	50.1	218.004411764706	113	2.98e-06	0	2.73754031830198e-08	9.31e-30	100	25.137	39.4105	31.195	728	70	302.279411764706	242
GCA_008936175.1_ASM893617v1	15	1	1	0	MRSA	133	1452	51.2	221.314285714286	114	5.76e-07	0	7.237110395363e-09	5.97e-30	100	25.235	39.5932706766917	30.962	710	70	304.864661654135	241
GCA_008936195.1_ASM893619v1	15	1	1	0	MRSA	137	1452	51.2	217.16204379562	113	5.76e-07	0	7.02580809171127e-09	4.11e-29	100	25.235	39.4178321167883	31.25	710	70	300.970802919708	240
GCA_008936215.1_ASM893621v1	15	1	1	0	MRSA	139	1452	51.2	214.286330935252	112	5.76e-07	0	6.9255636876228e-09	9.15e-29	100	25.235	39.4895683453237	31.333	710	66	296.769784172662	239
GCA_008936235.1_ASM893623v1	15	1	1	0	MRSA	136	1445	50.1	218.004411764706	113	2.98e-06	0	2.73754031830198e-08	9.31e-30	100	25.137	39.4105	31.195	728	70	302.279411764706	242
GCA_008936255.1_ASM893625v1	15	1	1	0	MRSA	136	1445	50.1	217.897058823529	113	2.98e-06	0	2.73754406087731e-08	9.31e-30	100	25.137	39.4198529411765	31.195	728	70	301.536764705882	242
GCA_008936275.1_ASM893627v1	15	1	1	0	MRSA	138	1452	51.2	216.165217391304	112	5.76e-07	0	7.02982397510553e-09	5.245e-29	100	25.235	39.4014565217391	31.2915	710	70	299.760869565217	239.5
GCA_008936295.1_ASM893629v1	14	1	1	0	MRSA	137	1452	51.2	217.186861313869	113	5.76e-07	0	7.02580809123682e-09	4.11e-29	100	25.235	39.4230072992701	31.25	710	70	300.970802919708	240
GCA_008936315.1_ASM893631v1	13	1	1	0	MRSA	135	1452	51.2	219.185925925926	113	5.76e-07	0	5.47063487820492e-09	1.15e-29	100	25.235	39.6106074074074	31.333	710	70	302.377777777778	240
GCA_008936335.1_ASM893633v1	21	1	1	0	MRSA	138	1445	51.2	216.030434782609	112.5	6.3e-07	0	1.15685132805122e-08	3.79e-29	100	25.137	39.2383333333333	31.051	728	70	300.855072463768	240.5
GCA_008936355.1_ASM893635v1	15	1	1	0	MRSA	136	1445	50.1	218.015441176471	113	2.98e-06	0	2.73754031830198e-08	9.31e-30	100	25.137	39.4137720588235	31.195	728	70	302.279411764706	242
GCA_008936375.1_ASM893637v1	15	1	1	0	MRSA	141	1443	50.1	214.782978723404	112	2.98e-06	0	2.53509241431611e-08	6.38e-29	100	25.137	39.3339432624113	31.25	728	68	297.397163120567	240
GCA_008936395.1_ASM893639v1	15	1	1	0	MRSA	137	1452	51.2	217.183941605839	113	5.76e-07	0	7.02580809171127e-09	4.11e-29	100	25.235	39.4230072992701	31.25	710	70	300.970802919708	240
GCA_008936415.1_ASM893641v1	17	1	1	0	MRSA	137	1452	51.2	217.17299270073	113	5.76e-07	0	7.2644942256739e-09	4.11e-29	100	25.235	39.4263795620438	31.25	710	70	300.978102189781	240
GCA_008936435.1_ASM893643v1	12	1	1	0	MRSA	132	1451	51.2	222.322727272727	113.5	5.76e-07	0	5.68227706478469e-09	6.58e-30	100	25.235	39.7935151515152	31.2915	710	70	304.636363636364	240.5
GCA_008936535.1_ASM893653v1	14	0	1	0	MRSA	136	1445	50.1	218.027205882353	113	2.98e-06	0	2.73754031830198e-08	9.31e-30	100	25.137	39.4149044117647	31.195	728	70	302.279411764706	242
GCA_008936555.1_ASM893655v1	18	1	1	0	MRSA	138	1445	50.1	216.026811594203	112.5	2.98e-06	0	2.61308323963093e-08	3.79e-29	100	25.137	39.2145289855072	30.9525	728	70	301.13768115942	240.5
GCA_008936575.1_ASM893657v1	11	1	1	0	MRSA	135	1449	51.2	219.181481481481	113	5.76e-07	0	5.46915339677366e-09	1.15e-29	100	25.235	39.6082888888889	31.333	710	70	302.348148148148	240
GCA_008936695.1_ASM893669v1	15	1	1	0	MRSA	136	1445	50.1	218.065441176471	113	2.96e-06	0	2.47383443500883e-08	9.31e-30	100	25.137	39.3931397058824	31.051	728	70	302.558823529412	242
GCA_008936795.1_ASM893679v1	16	1	1	0	MRSA	142	1445	50.1	214.052112676056	112	2.98e-06	0	2.51367799590543e-08	7.765e-29	100	25.137	39.2831267605634	31.293	728	68	297.014084507042	240.5
GCA_008937055.1_ASM893705v1	21	1	1	0	MRSA	138	1445	50.1	216.025362318841	112.5	2.98e-06	0	2.6130832121092e-08	3.79e-29	100	25.137	39.2120579710145	30.9525	728	70	301.13768115942	240.5
GCA_008937295.1_ASM893729v1	20	1	1	0	MRSA	139	1445	50.1	214.506474820144	112	2.98e-06	0	2.4328282479933e-08	9.15e-29	100	25.137	39.1934028776978	31.14	728	70	298.604316546763	240
GCA_008937415.1_ASM893741v1	21	1	1	0	MRSA	138	1445	50.1	216.025362318841	112.5	2.98e-06	0	2.6130832121092e-08	3.79e-29	100	25.137	39.2120579710145	30.9525	728	70	301.13768115942	240.5
GCA_008938015.1_ASM893801v1	17	4	1	0	MRSA	140	1452	51.2	213.685	113	5.76e-07	0	6.87526303546031e-09	2.63e-29	100	25.235	39.8793	31.3345	710	60	296.992857142857	239.5
GCA_008938075.1_ASM893807v1	11	0	1	0	MRSA	136	1452	51.2	218.202941176471	113	5.76e-07	0	5.59842432770481e-09	2.63e-29	100	25.235	39.5235367647059	31.2915	710	70	301.625	240
GCA_008938095.1_ASM893809v1	14	1	1	0	MRSA	136	1445	50.1	218.033088235294	113	2.98e-06	0	2.4868050241846e-08	9.31e-30	100	25.137	39.3897426470588	31.051	728	70	302.566176470588	242
GCA_009176785.1_ASM917678v1	18	1	1	0	MRSA	136	1445	50.1	218.278676470588	113.5	2.98e-06	0	2.84854767117153e-08	6.075e-30	100	25.137	39.3215514705882	31.051	728	70	304.066176470588	243
GCA_009176875.1_ASM917687v1	18	1	1	0	MRSA	137	1445	50.1	217.466423357664	113	2.98e-06	0	2.82775535240386e-08	7.12e-30	100	25.137	39.2315474452555	30.962	728	70	303.496350364964	243
GCA_009650155.1_ASM965015v1	10	1	0	0	MRSA	135	1445	50.1	219.162962962963	113	2.98e-06	0	2.73394725762466e-08	1.15e-29	100	25.137	39.501037037037	31.25	728	70	303.4	243
GCA_009728755.1_ASM972875v1	12	1	0	0	MRSA	141	1436	50.1	213.772340425532	112	2.91e-06	0	2.31910894855929e-08	3.7e-29	100	25.052	39.0234539007092	30.962	710	70	297.148936170213	239
GCA_009728775.1_ASM972877v1	12	1	0	0	MRSA	141	1436	50.1	213.772340425532	112	2.91e-06	0	2.31910894855929e-08	3.7e-29	100	25.052	39.0234539007092	30.962	710	70	297.148936170213	239
GCA_009731595.1_ASM973159v1	8	0	0	0	MSSA	138	1453	50.1	214.984782608696	112	3.03e-06	0	2.55263269561167e-08	9.675e-29	100	25.245	39.0786811594203	30.8205	727	70	297.405797101449	240
GCA_009739675.1_ASM973967v1	16	1	1	0	MRSA	138	1445	50.1	216.033333333333	112	2.98e-06	0	2.69697455874736e-08	3.06e-29	100	25.137	39.3881594202899	31.2915	728	70	299.855072463768	240.5
GCA_009739695.1_ASM973969v1	16	1	1	0	MRSA	138	1445	50.1	216.033333333333	112	2.98e-06	0	2.69697455874736e-08	3.06e-29	100	25.137	39.3881594202899	31.2915	728	70	299.855072463768	240.5
GCA_009739715.1_ASM973971v1	16	1	1	0	MRSA	138	1445	50.1	216.033333333333	112	2.98e-06	0	2.69697455874736e-08	3.06e-29	100	25.137	39.3881594202899	31.2915	728	70	299.855072463768	240.5
GCA_009739735.1_ASM973973v1	14	0	1	0	MRSA	136	1445	50.1	218.107352941176	113	2.98e-06	0	2.73634218460536e-08	1.765e-29	100	25.137	39.4432941176471	31.195	728	70	301.867647058824	242
GCA_009739755.1_ASM973975v1	14	0	1	0	MRSA	136	1445	50.1	218.107352941176	113	2.98e-06	0	2.73634218460536e-08	1.765e-29	100	25.137	39.4432941176471	31.195	728	70	301.867647058824	242
GCA_009739775.1_ASM973977v1	14	0	1	0	MRSA	136	1445	50.1	218.107352941176	113	2.98e-06	0	2.73634218460536e-08	1.765e-29	100	25.137	39.4432941176471	31.195	728	70	301.867647058824	242
GCA_009739795.1_ASM973979v1	14	0	1	0	MRSA	136	1445	50.1	218.107352941176	113	2.98e-06	0	2.73634218460536e-08	1.765e-29	100	25.137	39.4432941176471	31.195	728	70	301.867647058824	242
GCA_009739885.1_ASM973988v1	14	0	1	0	MRSA	136	1445	50.1	218.107352941176	113	2.98e-06	0	2.73634218460536e-08	1.765e-29	100	25.137	39.4432941176471	31.195	728	70	301.867647058824	242
GCA_009740205.1_ASM974020v1	14	0	1	0	MRSA	136	1445	50.1	218.107352941176	113	2.98e-06	0	2.73634218460536e-08	1.765e-29	100	25.137	39.4432941176471	31.195	728	70	301.867647058824	242
GCA_009769095.1_ASM976909v1	10	1	0	0	MRSA	133	1447	50.1	220.58045112782	112	2.98e-06	0	3.06567807071439e-08	4.97e-29	100	25.14	39.8274887218045	31.336	727	70	302.827067669173	240
GCA_009873335.1_ASM987333v1	8	0	0	0	MSSA	137	1383	50.1	213.721897810219	113	2.98e-06	0	2.35724288689373e-08	1.15e-29	100	25.034	40.3189708029197	31.604	727	69	292.934306569343	241
GCA_009911815.1_ASM991181v1	9	1	0	0	MRSA	136	1424	50.1	217.163970588235	112.5	2.71e-06	0	2.51791310959038e-08	5.675e-29	100	25.275	39.1566617647059	31.0055	728	70	300.573529411765	240.5
GCA_009911855.1_ASM991185v1	10	1	0	0	MRSA	134	1445	50.1	220.408208955224	113.5	2.98e-06	0	2.75847350581589e-08	6.075e-30	100	25.137	39.4894328358209	31.195	728	70	305.10447761194	243
GCA_009911965.1_ASM991196v1	10	1	0	0	MRSA	131	1451	51.2	222.800763358779	114	5.76e-07	0	5.59191216298923e-09	4.75e-30	100	25.235	39.8324503816794	31.25	710	70	304.801526717557	241
GCA_009912015.1_ASM991201v1	10	0	0	0	MSSA	133	1451	50.1	221.026315789474	114	2.83e-06	0	2.67095219430212e-08	7.12e-30	100	25.141	39.430984962406	30.962	710	70	308.203007518797	243
