"Genome"	"Sugar"	"Category"	"Transporter_Count"
"GCA_008934575.1_ASM893457v1"	"galactose_transporters"	"MRSA"	2
"GCA_008934575.1_ASM893457v1"	"glucose_transporters"	"MRSA"	19
"GCA_008934575.1_ASM893457v1"	"lactose_transporters"	"MRSA"	6
"GCA_008934575.1_ASM893457v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008934575.1_ASM893457v1"	"mannose_transporters"	"MRSA"	8
"GCA_008934575.1_ASM893457v1"	"polysia_transporters"	"MRSA"	3
"GCA_008934575.1_ASM893457v1"	"ribose_transporters"	"MRSA"	23
"GCA_008934575.1_ASM893457v1"	"sia_transporters"	"MRSA"	6
"GCA_008934575.1_ASM893457v1"	"sucrose_transporters"	"MRSA"	4
"GCA_008934695.1_ASM893469v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008934695.1_ASM893469v1"	"galactose_transporters"	"MRSA"	1
"GCA_008934695.1_ASM893469v1"	"glucose_transporters"	"MRSA"	19
"GCA_008934695.1_ASM893469v1"	"lactose_transporters"	"MRSA"	5
"GCA_008934695.1_ASM893469v1"	"mannitol_transporters"	"MRSA"	42
"GCA_008934695.1_ASM893469v1"	"mannose_transporters"	"MRSA"	8
"GCA_008934695.1_ASM893469v1"	"polysia_transporters"	"MRSA"	3
"GCA_008934695.1_ASM893469v1"	"ribose_transporters"	"MRSA"	24
"GCA_008934695.1_ASM893469v1"	"sia_transporters"	"MRSA"	5
"GCA_008934695.1_ASM893469v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008934795.1_ASM893479v1"	"arabinose_transporters"	"MRSA"	24
"GCA_008934795.1_ASM893479v1"	"galactose_transporters"	"MRSA"	2
"GCA_008934795.1_ASM893479v1"	"glucose_transporters"	"MRSA"	20
"GCA_008934795.1_ASM893479v1"	"lactose_transporters"	"MRSA"	6
"GCA_008934795.1_ASM893479v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008934795.1_ASM893479v1"	"mannose_transporters"	"MRSA"	8
"GCA_008934795.1_ASM893479v1"	"polysia_transporters"	"MRSA"	3
"GCA_008934795.1_ASM893479v1"	"ribose_transporters"	"MRSA"	21
"GCA_008934795.1_ASM893479v1"	"sia_transporters"	"MRSA"	6
"GCA_008934795.1_ASM893479v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008934995.1_ASM893499v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008934995.1_ASM893499v1"	"galactose_transporters"	"MRSA"	2
"GCA_008934995.1_ASM893499v1"	"glucose_transporters"	"MRSA"	19
"GCA_008934995.1_ASM893499v1"	"lactose_transporters"	"MRSA"	4
"GCA_008934995.1_ASM893499v1"	"mannitol_transporters"	"MRSA"	42
"GCA_008934995.1_ASM893499v1"	"mannose_transporters"	"MRSA"	8
"GCA_008934995.1_ASM893499v1"	"polysia_transporters"	"MRSA"	3
"GCA_008934995.1_ASM893499v1"	"ribose_transporters"	"MRSA"	26
"GCA_008934995.1_ASM893499v1"	"sia_transporters"	"MRSA"	5
"GCA_008934995.1_ASM893499v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935015.1_ASM893501v1"	"arabinose_transporters"	"MRSA"	23
"GCA_008935015.1_ASM893501v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935015.1_ASM893501v1"	"glucose_transporters"	"MRSA"	21
"GCA_008935015.1_ASM893501v1"	"lactose_transporters"	"MRSA"	5
"GCA_008935015.1_ASM893501v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935015.1_ASM893501v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935015.1_ASM893501v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935015.1_ASM893501v1"	"ribose_transporters"	"MRSA"	28
"GCA_008935015.1_ASM893501v1"	"sia_transporters"	"MRSA"	6
"GCA_008935015.1_ASM893501v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935035.1_ASM893503v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008935035.1_ASM893503v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935035.1_ASM893503v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935035.1_ASM893503v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935035.1_ASM893503v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935035.1_ASM893503v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935035.1_ASM893503v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935035.1_ASM893503v1"	"ribose_transporters"	"MRSA"	26
"GCA_008935035.1_ASM893503v1"	"sia_transporters"	"MRSA"	5
"GCA_008935035.1_ASM893503v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935095.1_ASM893509v1"	"arabinose_transporters"	"MRSA"	20
"GCA_008935095.1_ASM893509v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935095.1_ASM893509v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935095.1_ASM893509v1"	"lactose_transporters"	"MRSA"	5
"GCA_008935095.1_ASM893509v1"	"mannitol_transporters"	"MRSA"	42
"GCA_008935095.1_ASM893509v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935095.1_ASM893509v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935095.1_ASM893509v1"	"ribose_transporters"	"MRSA"	24
"GCA_008935095.1_ASM893509v1"	"sia_transporters"	"MRSA"	5
"GCA_008935095.1_ASM893509v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935115.1_ASM893511v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008935115.1_ASM893511v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935115.1_ASM893511v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935115.1_ASM893511v1"	"lactose_transporters"	"MRSA"	5
"GCA_008935115.1_ASM893511v1"	"mannitol_transporters"	"MRSA"	42
"GCA_008935115.1_ASM893511v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935115.1_ASM893511v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935115.1_ASM893511v1"	"ribose_transporters"	"MRSA"	24
"GCA_008935115.1_ASM893511v1"	"sia_transporters"	"MRSA"	5
"GCA_008935115.1_ASM893511v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935135.1_ASM893513v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008935135.1_ASM893513v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935135.1_ASM893513v1"	"glucose_transporters"	"MRSA"	20
"GCA_008935135.1_ASM893513v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935135.1_ASM893513v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935135.1_ASM893513v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935135.1_ASM893513v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935135.1_ASM893513v1"	"ribose_transporters"	"MRSA"	25
"GCA_008935135.1_ASM893513v1"	"sia_transporters"	"MRSA"	5
"GCA_008935135.1_ASM893513v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935155.1_ASM893515v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008935155.1_ASM893515v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935155.1_ASM893515v1"	"glucose_transporters"	"MRSA"	20
"GCA_008935155.1_ASM893515v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935155.1_ASM893515v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935155.1_ASM893515v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935155.1_ASM893515v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935155.1_ASM893515v1"	"ribose_transporters"	"MRSA"	25
"GCA_008935155.1_ASM893515v1"	"sia_transporters"	"MRSA"	5
"GCA_008935155.1_ASM893515v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935175.1_ASM893517v1"	"arabinose_transporters"	"MRSA"	23
"GCA_008935175.1_ASM893517v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935175.1_ASM893517v1"	"glucose_transporters"	"MRSA"	21
"GCA_008935175.1_ASM893517v1"	"lactose_transporters"	"MRSA"	5
"GCA_008935175.1_ASM893517v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935175.1_ASM893517v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935175.1_ASM893517v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935175.1_ASM893517v1"	"ribose_transporters"	"MRSA"	26
"GCA_008935175.1_ASM893517v1"	"sia_transporters"	"MRSA"	6
"GCA_008935175.1_ASM893517v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935195.1_ASM893519v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008935195.1_ASM893519v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935195.1_ASM893519v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935195.1_ASM893519v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935195.1_ASM893519v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935195.1_ASM893519v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935195.1_ASM893519v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935195.1_ASM893519v1"	"ribose_transporters"	"MRSA"	25
"GCA_008935195.1_ASM893519v1"	"sia_transporters"	"MRSA"	6
"GCA_008935195.1_ASM893519v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935215.1_ASM893521v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008935215.1_ASM893521v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935215.1_ASM893521v1"	"glucose_transporters"	"MRSA"	20
"GCA_008935215.1_ASM893521v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935215.1_ASM893521v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935215.1_ASM893521v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935215.1_ASM893521v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935215.1_ASM893521v1"	"ribose_transporters"	"MRSA"	25
"GCA_008935215.1_ASM893521v1"	"sia_transporters"	"MRSA"	5
"GCA_008935215.1_ASM893521v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935235.1_ASM893523v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008935235.1_ASM893523v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935235.1_ASM893523v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935235.1_ASM893523v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935235.1_ASM893523v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935235.1_ASM893523v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935235.1_ASM893523v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935235.1_ASM893523v1"	"ribose_transporters"	"MRSA"	25
"GCA_008935235.1_ASM893523v1"	"sia_transporters"	"MRSA"	6
"GCA_008935235.1_ASM893523v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935255.1_ASM893525v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008935255.1_ASM893525v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935255.1_ASM893525v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935255.1_ASM893525v1"	"lactose_transporters"	"MRSA"	5
"GCA_008935255.1_ASM893525v1"	"mannitol_transporters"	"MRSA"	42
"GCA_008935255.1_ASM893525v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935255.1_ASM893525v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935255.1_ASM893525v1"	"ribose_transporters"	"MRSA"	24
"GCA_008935255.1_ASM893525v1"	"sia_transporters"	"MRSA"	5
"GCA_008935255.1_ASM893525v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935275.1_ASM893527v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008935275.1_ASM893527v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935275.1_ASM893527v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935275.1_ASM893527v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935275.1_ASM893527v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935275.1_ASM893527v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935275.1_ASM893527v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935275.1_ASM893527v1"	"ribose_transporters"	"MRSA"	26
"GCA_008935275.1_ASM893527v1"	"sia_transporters"	"MRSA"	5
"GCA_008935275.1_ASM893527v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935295.1_ASM893529v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008935295.1_ASM893529v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935295.1_ASM893529v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935295.1_ASM893529v1"	"lactose_transporters"	"MRSA"	5
"GCA_008935295.1_ASM893529v1"	"mannitol_transporters"	"MRSA"	45
"GCA_008935295.1_ASM893529v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935295.1_ASM893529v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935295.1_ASM893529v1"	"ribose_transporters"	"MRSA"	25
"GCA_008935295.1_ASM893529v1"	"sia_transporters"	"MRSA"	6
"GCA_008935295.1_ASM893529v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935315.1_ASM893531v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008935315.1_ASM893531v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935315.1_ASM893531v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935315.1_ASM893531v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935315.1_ASM893531v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935315.1_ASM893531v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935315.1_ASM893531v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935315.1_ASM893531v1"	"ribose_transporters"	"MRSA"	25
"GCA_008935315.1_ASM893531v1"	"sia_transporters"	"MRSA"	5
"GCA_008935315.1_ASM893531v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935335.1_ASM893533v1"	"arabinose_transporters"	"MRSA"	23
"GCA_008935335.1_ASM893533v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935335.1_ASM893533v1"	"glucose_transporters"	"MRSA"	21
"GCA_008935335.1_ASM893533v1"	"lactose_transporters"	"MRSA"	5
"GCA_008935335.1_ASM893533v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935335.1_ASM893533v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935335.1_ASM893533v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935335.1_ASM893533v1"	"ribose_transporters"	"MRSA"	26
"GCA_008935335.1_ASM893533v1"	"sia_transporters"	"MRSA"	6
"GCA_008935335.1_ASM893533v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935355.1_ASM893535v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008935355.1_ASM893535v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935355.1_ASM893535v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935355.1_ASM893535v1"	"lactose_transporters"	"MRSA"	5
"GCA_008935355.1_ASM893535v1"	"mannitol_transporters"	"MRSA"	43
"GCA_008935355.1_ASM893535v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935355.1_ASM893535v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935355.1_ASM893535v1"	"ribose_transporters"	"MRSA"	25
"GCA_008935355.1_ASM893535v1"	"sia_transporters"	"MRSA"	5
"GCA_008935355.1_ASM893535v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935375.1_ASM893537v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008935375.1_ASM893537v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935375.1_ASM893537v1"	"glucose_transporters"	"MRSA"	18
"GCA_008935375.1_ASM893537v1"	"lactose_transporters"	"MRSA"	5
"GCA_008935375.1_ASM893537v1"	"mannitol_transporters"	"MRSA"	43
"GCA_008935375.1_ASM893537v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935375.1_ASM893537v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935375.1_ASM893537v1"	"ribose_transporters"	"MRSA"	24
"GCA_008935375.1_ASM893537v1"	"sia_transporters"	"MRSA"	6
"GCA_008935375.1_ASM893537v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935395.1_ASM893539v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008935395.1_ASM893539v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935395.1_ASM893539v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935395.1_ASM893539v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935395.1_ASM893539v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935395.1_ASM893539v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935395.1_ASM893539v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935395.1_ASM893539v1"	"ribose_transporters"	"MRSA"	25
"GCA_008935395.1_ASM893539v1"	"sia_transporters"	"MRSA"	6
"GCA_008935395.1_ASM893539v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935415.1_ASM893541v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008935415.1_ASM893541v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935415.1_ASM893541v1"	"glucose_transporters"	"MRSA"	20
"GCA_008935415.1_ASM893541v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935415.1_ASM893541v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935415.1_ASM893541v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935415.1_ASM893541v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935415.1_ASM893541v1"	"ribose_transporters"	"MRSA"	23
"GCA_008935415.1_ASM893541v1"	"sia_transporters"	"MRSA"	4
"GCA_008935415.1_ASM893541v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935435.1_ASM893543v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008935435.1_ASM893543v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935435.1_ASM893543v1"	"glucose_transporters"	"MRSA"	20
"GCA_008935435.1_ASM893543v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935435.1_ASM893543v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935435.1_ASM893543v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935435.1_ASM893543v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935435.1_ASM893543v1"	"ribose_transporters"	"MRSA"	24
"GCA_008935435.1_ASM893543v1"	"sia_transporters"	"MRSA"	5
"GCA_008935435.1_ASM893543v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935535.1_ASM893553v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008935535.1_ASM893553v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935535.1_ASM893553v1"	"glucose_transporters"	"MRSA"	22
"GCA_008935535.1_ASM893553v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935535.1_ASM893553v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935535.1_ASM893553v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935535.1_ASM893553v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935535.1_ASM893553v1"	"ribose_transporters"	"MRSA"	24
"GCA_008935535.1_ASM893553v1"	"sia_transporters"	"MRSA"	5
"GCA_008935535.1_ASM893553v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935555.1_ASM893555v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008935555.1_ASM893555v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935555.1_ASM893555v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935555.1_ASM893555v1"	"lactose_transporters"	"MRSA"	5
"GCA_008935555.1_ASM893555v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935555.1_ASM893555v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935555.1_ASM893555v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935555.1_ASM893555v1"	"ribose_transporters"	"MRSA"	25
"GCA_008935555.1_ASM893555v1"	"sia_transporters"	"MRSA"	6
"GCA_008935555.1_ASM893555v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935575.1_ASM893557v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008935575.1_ASM893557v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935575.1_ASM893557v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935575.1_ASM893557v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935575.1_ASM893557v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935575.1_ASM893557v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935575.1_ASM893557v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935575.1_ASM893557v1"	"ribose_transporters"	"MRSA"	26
"GCA_008935575.1_ASM893557v1"	"sia_transporters"	"MRSA"	5
"GCA_008935575.1_ASM893557v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935695.1_ASM893569v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008935695.1_ASM893569v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935695.1_ASM893569v1"	"glucose_transporters"	"MRSA"	18
"GCA_008935695.1_ASM893569v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935695.1_ASM893569v1"	"mannitol_transporters"	"MRSA"	46
"GCA_008935695.1_ASM893569v1"	"mannose_transporters"	"MRSA"	9
"GCA_008935695.1_ASM893569v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935695.1_ASM893569v1"	"ribose_transporters"	"MRSA"	28
"GCA_008935695.1_ASM893569v1"	"sia_transporters"	"MRSA"	6
"GCA_008935695.1_ASM893569v1"	"sucrose_transporters"	"MRSA"	4
"GCA_008935795.1_ASM893579v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008935795.1_ASM893579v1"	"galactose_transporters"	"MRSA"	2
"GCA_008935795.1_ASM893579v1"	"glucose_transporters"	"MRSA"	18
"GCA_008935795.1_ASM893579v1"	"lactose_transporters"	"MRSA"	6
"GCA_008935795.1_ASM893579v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935795.1_ASM893579v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935795.1_ASM893579v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935795.1_ASM893579v1"	"ribose_transporters"	"MRSA"	26
"GCA_008935795.1_ASM893579v1"	"sia_transporters"	"MRSA"	6
"GCA_008935795.1_ASM893579v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008935995.1_ASM893599v1"	"arabinose_transporters"	"MRSA"	23
"GCA_008935995.1_ASM893599v1"	"galactose_transporters"	"MRSA"	1
"GCA_008935995.1_ASM893599v1"	"glucose_transporters"	"MRSA"	19
"GCA_008935995.1_ASM893599v1"	"lactose_transporters"	"MRSA"	7
"GCA_008935995.1_ASM893599v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008935995.1_ASM893599v1"	"mannose_transporters"	"MRSA"	8
"GCA_008935995.1_ASM893599v1"	"polysia_transporters"	"MRSA"	3
"GCA_008935995.1_ASM893599v1"	"ribose_transporters"	"MRSA"	23
"GCA_008935995.1_ASM893599v1"	"sia_transporters"	"MRSA"	6
"GCA_008935995.1_ASM893599v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008936015.1_ASM893601v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008936015.1_ASM893601v1"	"galactose_transporters"	"MRSA"	2
"GCA_008936015.1_ASM893601v1"	"glucose_transporters"	"MRSA"	19
"GCA_008936015.1_ASM893601v1"	"lactose_transporters"	"MRSA"	6
"GCA_008936015.1_ASM893601v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008936015.1_ASM893601v1"	"mannose_transporters"	"MRSA"	8
"GCA_008936015.1_ASM893601v1"	"polysia_transporters"	"MRSA"	3
"GCA_008936015.1_ASM893601v1"	"ribose_transporters"	"MRSA"	25
"GCA_008936015.1_ASM893601v1"	"sia_transporters"	"MRSA"	6
"GCA_008936015.1_ASM893601v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008936035.1_ASM893603v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008936035.1_ASM893603v1"	"galactose_transporters"	"MRSA"	2
"GCA_008936035.1_ASM893603v1"	"glucose_transporters"	"MRSA"	19
"GCA_008936035.1_ASM893603v1"	"lactose_transporters"	"MRSA"	6
"GCA_008936035.1_ASM893603v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008936035.1_ASM893603v1"	"mannose_transporters"	"MRSA"	8
"GCA_008936035.1_ASM893603v1"	"polysia_transporters"	"MRSA"	3
"GCA_008936035.1_ASM893603v1"	"ribose_transporters"	"MRSA"	25
"GCA_008936035.1_ASM893603v1"	"sia_transporters"	"MRSA"	6
"GCA_008936035.1_ASM893603v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008936055.1_ASM893605v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008936055.1_ASM893605v1"	"galactose_transporters"	"MRSA"	2
"GCA_008936055.1_ASM893605v1"	"glucose_transporters"	"MRSA"	19
"GCA_008936055.1_ASM893605v1"	"lactose_transporters"	"MRSA"	4
"GCA_008936055.1_ASM893605v1"	"mannitol_transporters"	"MRSA"	42
"GCA_008936055.1_ASM893605v1"	"mannose_transporters"	"MRSA"	8
"GCA_008936055.1_ASM893605v1"	"polysia_transporters"	"MRSA"	3
"GCA_008936055.1_ASM893605v1"	"ribose_transporters"	"MRSA"	25
"GCA_008936055.1_ASM893605v1"	"sia_transporters"	"MRSA"	5
"GCA_008936055.1_ASM893605v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008936075.1_ASM893607v1"	"arabinose_transporters"	"MRSA"	22
"GCA_008936075.1_ASM893607v1"	"galactose_transporters"	"MRSA"	2
"GCA_008936075.1_ASM893607v1"	"glucose_transporters"	"MRSA"	19
"GCA_008936075.1_ASM893607v1"	"lactose_transporters"	"MRSA"	6
"GCA_008936075.1_ASM893607v1"	"mannitol_transporters"	"MRSA"	45
"GCA_008936075.1_ASM893607v1"	"mannose_transporters"	"MRSA"	8
"GCA_008936075.1_ASM893607v1"	"polysia_transporters"	"MRSA"	3
"GCA_008936075.1_ASM893607v1"	"ribose_transporters"	"MRSA"	24
"GCA_008936075.1_ASM893607v1"	"sia_transporters"	"MRSA"	5
"GCA_008936075.1_ASM893607v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008936095.1_ASM893609v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008936095.1_ASM893609v1"	"galactose_transporters"	"MRSA"	2
"GCA_008936095.1_ASM893609v1"	"glucose_transporters"	"MRSA"	19
"GCA_008936095.1_ASM893609v1"	"lactose_transporters"	"MRSA"	6
"GCA_008936095.1_ASM893609v1"	"mannitol_transporters"	"MRSA"	44
"GCA_008936095.1_ASM893609v1"	"mannose_transporters"	"MRSA"	8
"GCA_008936095.1_ASM893609v1"	"polysia_transporters"	"MRSA"	3
"GCA_008936095.1_ASM893609v1"	"ribose_transporters"	"MRSA"	26
"GCA_008936095.1_ASM893609v1"	"sia_transporters"	"MRSA"	5
"GCA_008936095.1_ASM893609v1"	"sucrose_transporters"	"MRSA"	3
"GCA_008936115.1_ASM893611v1"	"arabinose_transporters"	"MRSA"	21
"GCA_008936115.1_ASM893611v1"	"galactose_transporters"	"MRSA"	2
"GCA_008936115.1_ASM893611v1"	"glucose_transporters"	"MRSA"	19
"GCA_008936115.1_ASM893611v1"	"lactose_transporters"	"MRSA"	6
"GCA_008936115.1_ASM893611v1"	"mannitol_transporters"	"MRSA"	45
"GCA_008936115.1_ASM893611v1"	"mannose_transporters"	"MRSA"	8
"GCA_008936115.1_ASM893611v1"	"polysia_transporters"	"MRSA"	3
